"N...Region";"Comuna";"Region";"Comuna.1";"Poblacion";"Casos.Nuevos";"Contactos.Nuevos";"X.";"SE"
9;"Lautaro";"La Araucania";"Lautaro";40746;"133";"424";"3.2";65
7;"Sagrada Familia";"Maule";"Sagrada Familia";19469;"23";"73";"3.2";65
9;"Curacautin";"La Araucania";"Curacautin";18178;"42";"133";"3.2";65
5;"Calera";"Valparaiso";"Calera";53591;"188";"594";"3.2";65
6;"Litueche";"Del Libertador General Bernardo OHiggins";"Litueche";6765;"19";"60";"3.2";65
8;"Penco";"Biobio";"Penco";49865;"216";"682";"3.2";65
3;"Vallenar";"Atacama";"Vallenar";57009;"90";"283";"3.1";65
14;"Lago Ranco";"Los Rios";"Lago Ranco";10292;"46";"144";"3.1";65
16;"Quirihue";"Nuble";"Quirihue";12192;"16";"50";"3.1";65
16;"Bulnes";"Nuble";"Bulnes";22607;"41";"128";"3.1";65
6;"Coltauco";"Del Libertador General Bernardo OHiggins";"Coltauco";21263;"33";"103";"3.1";65
5;"La Cruz";"Valparaiso";"La Cruz";25321;"94";"293";"3.1";65
16;"Chillan";"Nuble";"Chillan";198624;"607";"1889";"3.1";65
9;"Padre Las Casas";"La Araucania";"Padre Las Casas";82110;"375";"1166";"3.1";65
5;"Casablanca";"Valparaiso";"Casablanca";29170;"102";"317";"3.1";65
9;"Victoria";"La Araucania";"Victoria";35467;"130";"403";"3.1";65
16;"Pemuco";"Nuble";"Pemuco";8639;"12";"37";"3.1";65
10;"Castro";"Los Lagos";"Castro";47607;"80";"245";"3.1";65
8;"Los Alamos";"Biobio";"Los Alamos";22524;"49";"150";"3.1";65
11;"Guaitecas";"Aisen";"Guaitecas";1599;"17";"52";"3.1";65
8;"Cabrero";"Biobio";"Cabrero";30725;"164";"499";"3";65
2;"Tocopilla";"Antofagasta";"Tocopilla";28079;"33";"100";"3";65
8;"Santa Juana";"Biobio";"Santa Juana";14779;"100";"303";"3";65
13;"Conchali";"Metropolitana";"Conchali";139195;"478";"1448";"3";65
7;"Colbun";"Maule";"Colbun";22565;"71";"215";"3";65
13;"Buin";"Metropolitana";"Buin";109641;"254";"769";"3";65
8;"Canete";"Biobio";"Canete";37003;"74";"223";"3";65
9;"Puren";"La Araucania";"Puren";12188;"17";"51";"3";65
9;"Renaico";"La Araucania";"Renaico";10833;"45";"135";"3";65
10;"Puerto Octay";"Los Lagos";"Puerto Octay";9192;"10";"30";"3";65
11;"Cochrane";"Aisen";"Cochrane";3685;"1";"3";"3";65
3;"Copiapo";"Atacama";"Copiapo";171766;"249";"746";"3";65
1;"Alto Hospicio";"Tarapaca";"Alto Hospicio";129999;"312";"934";"3";65
6;"Requinoa";"Del Libertador General Bernardo OHiggins";"Requinoa";30371;"50";"149";"3";65
6;"San Vicente";"Del Libertador General Bernardo OHiggins";"San Vicente";50617;"97";"289";"3";65
9;"Perquenco";"La Araucania";"Perquenco";7223;"40";"119";"3";65
2;"Mejillones";"Antofagasta";"Mejillones";14776;"33";"98";"3";65
10;"Curaco de Velez";"Los Lagos";"Curaco de Velez";4066;"16";"47";"2.9";65
1;"Pozo Almonte";"Tarapaca";"Pozo Almonte";17395;"47";"138";"2.9";65
2;"Antofagasta";"Antofagasta";"Antofagasta";425725;"760";"2223";"2.9";65
9;"Gorbea";"La Araucania";"Gorbea";15148;"38";"111";"2.9";65
9;"Nueva Imperial";"La Araucania";"Nueva Imperial";33777;"123";"359";"2.9";65
5;"Quilpue";"Valparaiso";"Quilpue";167085;"458";"1336";"2.9";65
1;"Iquique";"Tarapaca";"Iquique";223463;"805";"2347";"2.9";65
9;"Pitrufquen";"La Araucania";"Pitrufquen";26096;"93";"271";"2.9";65
14;"Los Lagos";"Los Rios";"Los Lagos";20518;"101";"294";"2.9";65
16;"Yungay";"Nuble";"Yungay";18596;"30";"87";"2.9";65
10;"Puerto Varas";"Los Lagos";"Puerto Varas";48620;"98";"284";"2.9";65
16;"San Ignacio";"Nuble";"San Ignacio";16624;"47";"136";"2.9";65
7;"Licanten";"Maule";"Licanten";6989;"9";"26";"2.9";65
8;"Coronel";"Biobio";"Coronel";125829;"498";"1438";"2.9";65
5;"Santo Domingo";"Valparaiso";"Santo Domingo";11934;"17";"49";"2.9";65
8;"Hualpen";"Biobio";"Hualpen";97273;"535";"1542";"2.9";65
8;"Los Angeles";"Biobio";"Los Angeles";218515;"826";"2374";"2.9";65
7;"Maule";"Maule";"Maule";60000;"90";"258";"2.9";65
6;"Rancagua";"Del Libertador General Bernardo OHiggins";"Rancagua";265211;"678";"1929";"2.8";65
9;"Temuco";"La Araucania";"Temuco";302931;"1344";"3818";"2.8";65
7;"Rauco";"Maule";"Rauco";11248;"56";"159";"2.8";65
8;"Chiguayante";"Biobio";"Chiguayante";91180;"328";"931";"2.8";65
8;"Concepcion";"Biobio";"Concepcion";238092;"899";"2531";"2.8";65
9;"Collipulli";"La Araucania";"Collipulli";26148;"97";"273";"2.8";65
5;"Los Andes";"Valparaiso";"Los Andes";68093;"110";"307";"2.8";65
6;"Donihue";"Del Libertador General Bernardo OHiggins";"Donihue";22700;"42";"117";"2.8";65
5;"Puchuncavi";"Valparaiso";"Puchuncavi";20071;"60";"166";"2.8";65
5;"Olmue";"Valparaiso";"Olmue";19266;"64";"177";"2.8";65
8;"San Pedro de la Paz";"Biobio";"San Pedro de la Paz";145906;"504";"1390";"2.8";65
12;"Punta Arenas";"Magallanes y la Antartica";"Punta Arenas";141984;"249";"685";"2.75";65
1;"Pica";"Tarapaca";"Pica";5958;"16";"44";"2.8";65
8;"Tirua";"Biobio";"Tirua";11019;"11";"30";"2.7";65
5;"Concon";"Valparaiso";"Concon";45889;"147";"400";"2.7";65
8;"Quilleco";"Biobio";"Quilleco";10032;"50";"136";"2.7";65
6;"Malloa";"Del Libertador General Bernardo OHiggins";"Malloa";14163;"35";"95";"2.7";65
6;"Navidad";"Del Libertador General Bernardo OHiggins";"Navidad";6904;"14";"38";"2.7";65
5;"Quintero";"Valparaiso";"Quintero";36135;"38";"103";"2.7";65
6;"Chepica";"Del Libertador General Bernardo OHiggins";"Chepica";15925;"26";"70";"2.7";65
10;"Dalcahue";"Los Lagos";"Dalcahue";15069;"38";"102";"2.7";65
9;"Vilcun";"La Araucania";"Vilcun";30766;"145";"389";"2.7";65
3;"Huasco";"Atacama";"Huasco";11264;"12";"32";"2.7";65
9;"Lumaco";"La Araucania";"Lumaco";10050;"54";"144";"2.7";65
9;"Los Sauces";"La Araucania";"Los Sauces";7517;"37";"98";"2.6";65
16;"niquen";"Nuble";"niquen";11567;"45";"119";"2.6";65
5;"Valparaiso";"Valparaiso";"Valparaiso";315732;"1422";"3739";"2.6";65
5;"Vina del Mar";"Valparaiso";"Vina del Mar";361371;"1381";"3631";"2.6";65
10;"Rio Negro";"Los Lagos";"Rio Negro";14275;"43";"113";"2.6";65
14;"Futrono";"Los Rios";"Futrono";15261;"72";"189";"2.6";65
8;"Antuco";"Biobio";"Antuco";4306;"8";"21";"2.6";65
6;"Pichilemu";"Del Libertador General Bernardo OHiggins";"Pichilemu";17882;"42";"110";"2.6";65
5;"Limache";"Valparaiso";"Limache";49931;"46";"120";"2.6";65
13;"Padre Hurtado";"Metropolitana";"Padre Hurtado";74188;"183";"474";"2.6";65
9;"Melipeuco";"La Araucania";"Melipeuco";6265;"46";"119";"2.6";65
14;"Panguipulli";"Los Rios";"Panguipulli";35991;"184";"472";"2.6";65
2;"Calama";"Antofagasta";"Calama";190336;"279";"715";"2.6";65
10;"Cochamo";"Los Lagos";"Cochamo";4006;"18";"46";"2.6";65
10;"Quemchi";"Los Lagos";"Quemchi";8783;"20";"51";"2.6";65
6;"Machali";"Del Libertador General Bernardo OHiggins";"Machali";59913;"59";"150";"2.5";65
15;"Arica";"Arica y Parinacota";"Arica";247552;"644";"1635";"2.5";65
7;"Chanco";"Maule";"Chanco";9331;"17";"43";"2.5";65
8;"Lebu";"Biobio";"Lebu";27100;"61";"154";"2.5";65
10;"Chonchi";"Los Lagos";"Chonchi";16013;"42";"106";"2.5";65
12;"Natales";"Magallanes y la Antartica";"Natales";23782;"62";"156";"2.52";65
9;"Loncoche";"La Araucania";"Loncoche";24739;"67";"167";"2.5";65
5;"San Felipe";"Valparaiso";"San Felipe";83494;"126";"314";"2.5";65
8;"Lota";"Biobio";"Lota";45750;"201";"498";"2.5";65
6;"Rengo";"Del Libertador General Bernardo OHiggins";"Rengo";63710;"141";"348";"2.5";65
7;"Molina";"Maule";"Molina";49800;"131";"323";"2.5";65
8;"Talcahuano";"Biobio";"Talcahuano";158345;"742";"1826";"2.5";65
9;"Pucon";"La Araucania";"Pucon";29782;"63";"155";"2.5";65
6;"Codegua";"Del Libertador General Bernardo OHiggins";"Codegua";14096;"35";"86";"2.5";65
14;"Paillaco";"Los Rios";"Paillaco";20798;"115";"280";"2.4";65
8;"Arauco";"Biobio";"Arauco";38679;"134";"325";"2.4";65
NA;"";"";"";NA;"26220";"79012";"3.01";65
14;"Valdivia";"Los Rios";"Valdivia";176774;"768";"1854";"2.4";65
2;"San Pedro de Atacama";"Antofagasta";"San Pedro de Atacama";10434;"5";"12";"2.4";65
10;"Puerto Montt";"Los Lagos";"Puerto Montt";269398;"570";"1357";"2.4";65
13;"Talagante";"Metropolitana";"Talagante";81838;"88";"208";"2.4";65
5;"El Tabo";"Valparaiso";"El Tabo";14338;"33";"78";"2.4";65
12;"Porvenir";"Magallanes y la Antartica";"Porvenir";7323;"11";"26";"2.36";65
13;"Huechuraba";"Metropolitana";"Huechuraba";112528;"306";"723";"2.4";65
14;"Mariquina";"Los Rios";"Mariquina";23250;"100";"236";"2.4";65
7;"Talca";"Maule";"Talca";236724;"709";"1673";"2.4";65
8;"Curanilahue";"Biobio";"Curanilahue";33892;"80";"188";"2.4";65
7;"Hualane";"Maule";"Hualane";10222;"26";"61";"2.3";65
5;"San Antonio";"Valparaiso";"San Antonio";96761;"190";"443";"2.3";65
5;"Calle Larga";"Valparaiso";"Calle Larga";16482;"37";"86";"2.3";65
13;"Maipu";"Metropolitana";"Maipu";578605;"894";"2075";"2.3";65
7;"Retiro";"Maule";"Retiro";21071;"19";"44";"2.3";65
7;"Curico";"Maule";"Curico";163626;"624";"1442";"2.3";65
10;"Ancud";"Los Lagos";"Ancud";42458;"129";"298";"2.3";65
6;"Marchihue";"Del Libertador General Bernardo OHiggins";"Marchihue";7632;"13";"30";"2.3";65
3;"Caldera";"Atacama";"Caldera";19426;"46";"106";"2.3";65
16;"Treguaco";"Nuble";"Treguaco";5696;"23";"53";"2.3";65
5;"Llaillay";"Valparaiso";"Llaillay";26533;"57";"130";"2.3";65
7;"Cauquenes";"Maule";"Cauquenes";44143;"141";"321";"2.3";65
7;"Parral";"Maule";"Parral";44544;"44";"100";"2.3";65
7;"Empedrado";"Maule";"Empedrado";4206;"11";"25";"2.3";65
16;"Ranquil";"Nuble";"Ranquil";6261;"15";"34";"2.3";65
13;"San Joaquin";"Metropolitana";"San Joaquin";103485;"284";"643";"2.3";65
6;"San Fernando";"Del Libertador General Bernardo OHiggins";"San Fernando";78642;"464";"1047";"2.3";65
7;"Linares";"Maule";"Linares";101073;"372";"838";"2.3";65
10;"Llanquihue";"Los Lagos";"Llanquihue";18621;"54";"121";"2.2";65
5;"Villa Alemana";"Valparaiso";"Villa Alemana";139310;"405";"907";"2.2";65
14;"Rio Bueno";"Los Rios";"Rio Bueno";32925;"152";"339";"2.2";65
7;"Longavi";"Maule";"Longavi";32810;"74";"165";"2.2";65
9;"Galvarino";"La Araucania";"Galvarino";12633;"80";"178";"2.2";65
11;"Cisnes";"Aisen";"Cisnes";5828;"9";"20";"2.2";65
13;"Pudahuel";"Metropolitana";"Pudahuel";253139;"797";"1771";"2.2";65
9;"Saavedra";"La Araucania";"Saavedra";12793;"51";"113";"2.2";65
10;"Calbuco";"Los Lagos";"Calbuco";36744;"75";"165";"2.2";65
2;"Taltal";"Antofagasta";"Taltal";13657;"15";"33";"2.2";65
9;"Curarrehue";"La Araucania";"Curarrehue";7802;"20";"44";"2.2";65
7;"Constitucion";"Maule";"Constitucion";50348;"144";"316";"2.2";65
14;"La Union";"Los Rios";"La Union";39538;"212";"464";"2.2";65
5;"Cabildo";"Valparaiso";"Cabildo";20663;"27";"59";"2.2";65
13;"Quinta Normal";"Metropolitana";"Quinta Normal";136368;"261";"570";"2.2";65
7;"San Clemente";"Maule";"San Clemente";46292;"150";"327";"2.2";65
6;"Placilla";"Del Libertador General Bernardo OHiggins";"Placilla";9164;"56";"121";"2.2";65
7;"San Javier";"Maule";"San Javier";49451;"172";"371";"2.2";65
10;"San Pablo";"Los Lagos";"San Pablo";10553;"55";"118";"2.1";65
6;"Nancagua";"Del Libertador General Bernardo OHiggins";"Nancagua";19141;"59";"126";"2.1";65
6;"Pichidegua";"Del Libertador General Bernardo OHiggins";"Pichidegua";20743;"41";"86";"2.1";65
13;"Lo Prado";"Metropolitana";"Lo Prado";104403;"457";"958";"2.1";65
9;"Teodoro Schmidt";"La Araucania";"Teodoro Schmidt";15786;"51";"106";"2.1";65
10;"Los Muermos";"Los Lagos";"Los Muermos";17817;"44";"91";"2.1";65
13;"Lampa";"Metropolitana";"Lampa";126898;"127";"262";"2.1";65
7;"Rio Claro";"Maule";"Rio Claro";14753;"62";"127";"2";65
13;"Melipilla";"Metropolitana";"Melipilla";141612;"375";"764";"2";65
13;"Isla de Maipo";"Metropolitana";"Isla de Maipo";40171;"103";"208";"2";65
14;"Mafil";"Los Rios";"Mafil";7389;"52";"105";"2";65
5;"Algarrobo";"Valparaiso";"Algarrobo";15174;"34";"68";"2";65
10;"Fresia";"Los Lagos";"Fresia";12656;"7";"14";"2";65
15;"Putre";"Arica y Parinacota";"Putre";2515;"3";"6";"2";65
10;"Frutillar";"Los Lagos";"Frutillar";20223;"48";"95";"2";65
16;"Cobquecura";"Nuble";"Cobquecura";5275;"42";"83";"2";65
13;"Calera de Tango";"Metropolitana";"Calera de Tango";28525;"65";"128";"2";65
13;"San Pedro";"Metropolitana";"San Pedro";11953;"28";"55";"2";65
6;"Paredones";"Del Libertador General Bernardo OHiggins";"Paredones";6349;"12";"23";"1.9";65
10;"Purranque";"Los Lagos";"Purranque";21080;"95";"182";"1.9";65
7;"Yerbas Buenas";"Maule";"Yerbas Buenas";19200;"82";"155";"1.9";65
13;"Curacavi";"Metropolitana";"Curacavi";36430;"101";"190";"1.9";65
10;"Osorno";"Los Lagos";"Osorno";173410;"630";"1179";"1.9";65
13;"La Pintana";"Metropolitana";"La Pintana";189335;"467";"872";"1.9";65
13;"Penaflor";"Metropolitana";"Penaflor";101058;"189";"351";"1.9";65
7;"Teno";"Maule";"Teno";30850;"75";"139";"1.9";65
9;"Ercilla";"La Araucania";"Ercilla";8458;"67";"123";"1.8";65
13;"Cerro Navia";"Metropolitana";"Cerro Navia";142465;"398";"725";"1.8";65
13;"Maria Pinto";"Metropolitana";"Maria Pinto";14926;"73";"132";"1.8";65
13;"Estacion Central";"Metropolitana";"Estacion Central";206792;"382";"687";"1.8";65
10;"Maullin";"Los Lagos";"Maullin";14894;"19";"34";"1.8";65
3;"Diego de Almagro";"Atacama";"Diego de Almagro";14358;"29";"51";"1.8";65
13;"San Ramon";"Metropolitana";"San Ramon";86510;"194";"340";"1.8";65
5;"Zapallar";"Valparaiso";"Zapallar";7994;"19";"33";"1.7";65
13;"Cerrillos";"Metropolitana";"Cerrillos";88956;"189";"328";"1.7";65
13;"Colina";"Metropolitana";"Colina";180353;"252";"437";"1.7";65
9;"Tolten";"La Araucania";"Tolten";10055;"21";"36";"1.7";65
13;"El Bosque";"Metropolitana";"El Bosque";172000;"671";"1148";"1.7";65
10;"Puyehue";"Los Lagos";"Puyehue";11787;"65";"110";"1.7";65
1;"Huara";"Tarapaca";"Huara";3000;"3";"5";"1.7";65
13;"La Cisterna";"Metropolitana";"La Cisterna";100434;"263";"430";"1.6";65
13;"La Florida";"Metropolitana";"La Florida";402433;"1204";"1929";"1.6";65
7;"Curepto";"Maule";"Curepto";9426;"5";"8.0";"1.6";65
5;"San Esteban";"Valparaiso";"San Esteban";20643;"34";"54";"1.6";65
13;"Macul";"Metropolitana";"Macul";134635;"252";"393";"1.6";65
13;"Pedro Aguirre Cerda";"Metropolitana";"Pedro Aguirre Cerda";107803;"319";"493";"1.5";65
13;"Lo Espejo";"Metropolitana";"Lo Espejo";103865;"182";"278";"1.5";65
13;"Recoleta";"Metropolitana";"Recoleta";190075;"408";"617";"1.5";65
13;"La Reina";"Metropolitana";"La Reina";100252;"239";"361";"1.5";65
13;"Tiltil";"Metropolitana";"Tiltil";21477;"61";"92";"1.5";65
10;"Palena";"Los Lagos";"Palena";1827;"4";"6";"1.5";65
13;"Independencia";"Metropolitana";"Independencia";142065;"262";"389";"1.5";65
13;"Lo Barnechea";"Metropolitana";"Lo Barnechea";124076;"236";"345";"1.5";65
13;"Paine";"Metropolitana";"Paine";82766;"186";"269";"1.4";65
13;"Pirque";"Metropolitana";"Pirque";30433;"108";"155";"1.4";65
10;"San Juan de la Costa";"Los Lagos";"San Juan de la Costa";7639;"65";"91";"1.4";65
13;"Providencia";"Metropolitana";"Providencia";157749;"289";"404";"1.4";65
13;"San Jose de Maipo";"Metropolitana";"San Jose de Maipo";18644;"37";"49";"1.3";65
13;"Penalolen";"Metropolitana";"Penalolen";266798;"756";"995";"1.3";65
11;"Chile Chico";"Aisen";"Chile Chico";5121;"13";"17";"1.3";65
13;"nunoa";"Metropolitana";"nunoa";250192;"646";"769";"1.2";65
13;"Puente Alto";"Metropolitana";"Puente Alto";645909;"1874";"2191";"1.2";65
7;"San Rafael";"Maule";"San Rafael";9959;"46";"53";"1.2";65
13;"Las Condes";"Metropolitana";"Las Condes";330759;"639";"729";"1.1";65
7;"Vichuquen";"Maule";"Vichuquen";4381;"15";"17";"1.1";65
13;"La Granja";"Metropolitana";"La Granja";122557;"477";"528";"1.1";65
13;"San Miguel";"Metropolitana";"San Miguel";133059;"373";"409";"1.1";65
13;"Alhue";"Metropolitana";"Alhue";7405;"49";"53";"1.1";65
13;"Santiago";"Metropolitana";"Santiago";503147;"822";"793";"1";65
13;"Vitacura";"Metropolitana";"Vitacura";96774;"152";"145";"1";65
13;"El Monte";"Metropolitana";"El Monte";40014;"79";"65";"0.8";65
13;"San Bernardo";"Metropolitana";"San Bernardo";334836;"-";"-";NA;65
13;"Quilicura";"Metropolitana";"Quilicura";254694;"-";"-";NA;65
5;"Isla de Pascua";"Valparaiso";"Isla de Pascua";8277;"-";"-";NA;65
11;"Rio Ibanez";"Aisen";"Rio Ibanez";2699;"-";"14";NA;65
2;"Sierra Gorda";"Antofagasta";"Sierra Gorda";1746;"-";"-";NA;65
1;"Colchane";"Tarapaca";"Colchane";1583;"1";"-";NA;65
1;"Camina";"Tarapaca";"Camina";1375;"-";"1";NA;65
15;"Camarones";"Arica y Parinacota";"Camarones";1233;"-";"2";NA;65
5;"Juan Fernandez";"Valparaiso";"Juan Fernandez";1033;"-";"-";NA;65
12;"Torres del Paine";"Magallanes y la Antartica";"Torres del Paine";1021;"-";"-";NA;65
15;"General Lagos";"Arica y Parinacota";"General Lagos";810;"-";"-";NA;65
12;"Primavera";"Magallanes y la Antartica";"Primavera";694;"-";"-";NA;65
12;"San Gregorio";"Magallanes y la Antartica";"San Gregorio";681;"-";"-";NA;65
11;"O'Higgins";"Aisen";"O'Higgins";661;"-";"1";NA;65
11;"Tortel";"Aisen";"Tortel";572;"-";"-";NA;65
2;"Ollagüe";"Antofagasta";"Ollagüe";287;"-";"-";NA;65
12;"Timaukel";"Magallanes y la Antartica";"Timaukel";282;"-";"-";NA;65
12;"Laguna Blanca";"Magallanes y la Antartica";"Laguna Blanca";264;"-";"-";NA;65
12;"Rio Verde";"Magallanes y la Antartica";"Rio Verde";211;"-";"-";NA;65
12;"Antartica";"Magallanes y la Antartica";"Antartica";137;"-";"-";NA;65
6;"La Estrella";"Del Libertador General Bernardo OHiggins";"La Estrella";3114;"1";"21";"21";64
6;"Pumanque";"Del Libertador General Bernardo OHiggins";"Pumanque";3531;"3";"29";"9.7";64
10;"Futaleufu";"Los Lagos";"Futaleufu";2806;"4";"36";"9";64
4;"Rio Hurtado";"Coquimbo";"Rio Hurtado";4372;"2";"16";"8";64
7;"Vichuquen";"Maule";"Vichuquen";4381;"3";"24";"8";64
11;"Cochrane";"Aisen";"Cochrane";3685;"5";"37";"7.4";64
5;"Panquehue";"Valparaiso";"Panquehue";7633;"4";"27";"6.8";64
4;"La Higuera";"Coquimbo";"La Higuera";4450;"7";"46";"6.6";64
8;"Antuco";"Biobio";"Antuco";4306;"6";"39";"6.5";64
10;"Puqueldon";"Los Lagos";"Puqueldon";4201;"15";"96";"6.4";64
9;"Puren";"La Araucania";"Puren";12188;"7";"44";"6.3";64
4;"Punitaqui";"Coquimbo";"Punitaqui";12165;"13";"80";"6.2";64
6;"Palmilla";"Del Libertador General Bernardo OHiggins";"Palmilla";13299;"25";"151";"6";64
5;"Puchuncavi";"Valparaiso";"Puchuncavi";20071;"53";"318";"6";64
8;"Santa Barbara";"Biobio";"Santa Barbara";14592;"25";"150";"6";64
10;"Cochamo";"Los Lagos";"Cochamo";4006;"4";"24";"6";64
14;"Lago Ranco";"Los Rios";"Lago Ranco";10292;"15";"86";"5.7";64
4;"Monte Patria";"Coquimbo";"Monte Patria";32527;"62";"351";"5.7";64
5;"Petorca";"Valparaiso";"Petorca";10558;"15";"81";"5.4";64
7;"Licanten";"Maule";"Licanten";6989;"6";"32";"5.3";64
16;"Yungay";"Nuble";"Yungay";18596;"33";"175";"5.3";64
4;"Salamanca";"Coquimbo";"Salamanca";29110;"32";"164";"5.1";64
6;"Chimbarongo";"Del Libertador General Bernardo OHiggins";"Chimbarongo";37696;"55";"281";"5.1";64
3;"Freirina";"Atacama";"Freirina";7681;"18";"90";"5";64
8;"Florida";"Biobio";"Florida";11841;"22";"108";"4.9";64
16;"Coelemu";"Nuble";"Coelemu";16845;"25";"120";"4.8";64
16;"San Nicolas";"Nuble";"San Nicolas";12172;"22";"105";"4.8";64
8;"Tucapel";"Biobio";"Tucapel";15205;"52";"248";"4.8";64
7;"Empedrado";"Maule";"Empedrado";4206;"3";"14";"4.7";64
8;"Quilaco";"Biobio";"Quilaco";4179;"3";"14";"4.7";64
4;"Illapel";"Coquimbo";"Illapel";32801;"68";"315";"4.6";64
8;"Mulchen";"Biobio";"Mulchen";31041;"99";"444";"4.5";64
16;"San Fabian";"Nuble";"San Fabian";4654;"17";"76";"4.5";64
8;"Yumbel";"Biobio";"Yumbel";22132;"40";"178";"4.5";64
4;"Ovalle";"Coquimbo";"Ovalle";121269;"194";"862";"4.4";64
8;"Hualqui";"Biobio";"Hualqui";26201;"81";"358";"4.4";64
4;"Coquimbo";"Coquimbo";"Coquimbo";256735;"380";"1679";"4.4";64
4;"Andacollo";"Coquimbo";"Andacollo";11791;"5";"22";"4.4";64
11;"Cisnes";"Aisen";"Cisnes";5828;"5";"22";"4.4";64
5;"Santa Maria";"Valparaiso";"Santa Maria";16367;"24";"105";"4.4";64
8;"Quilleco";"Biobio";"Quilleco";10032;"32";"139";"4.3";64
5;"Hijuelas";"Valparaiso";"Hijuelas";19099;"33";"143";"4.3";64
3;"Tierra Amarilla";"Atacama";"Tierra Amarilla";14312;"16";"69";"4.3";64
16;"Ranquil";"Nuble";"Ranquil";6261;"10";"43";"4.3";64
9;"Saavedra";"La Araucania";"Saavedra";12793;"40";"170";"4.3";64
9;"Lonquimay";"La Araucania";"Lonquimay";11049;"21";"89";"4.2";64
7;"Pelluhue";"Maule";"Pelluhue";8092;"9";"38";"4.2";64
5;"Zapallar";"Valparaiso";"Zapallar";7994;"10";"42";"4.2";64
5;"La Cruz";"Valparaiso";"La Cruz";25321;"45";"188";"4.2";64
6;"Nancagua";"Del Libertador General Bernardo OHiggins";"Nancagua";19141;"42";"175";"4.2";64
5;"Santo Domingo";"Valparaiso";"Santo Domingo";11934;"16";"66";"4.1";64
8;"Nacimiento";"Biobio";"Nacimiento";27944;"55";"226";"4.1";64
9;"Tolten";"La Araucania";"Tolten";10055;"15";"61";"4.1";64
13;"Buin";"Metropolitana";"Buin";109641;"183";"742";"4.1";64
7;"Pelarco";"Maule";"Pelarco";9083;"21";"85";"4";64
2;"Tocopilla";"Antofagasta";"Tocopilla";28079;"34";"136";"4";64
8;"Alto Biobio";"Biobio";"Alto Biobio";6775;"1";"4";"4";64
8;"San Rosendo";"Biobio";"San Rosendo";3611;"3";"12";"4";64
10;"Palena";"Los Lagos";"Palena";1827;"1";"4";"4";64
16;"Pinto";"Nuble";"Pinto";11880;"43";"169";"3.9";64
7;"Chanco";"Maule";"Chanco";9331;"14";"55";"3.9";64
4;"La Serena";"Coquimbo";"La Serena";249656;"563";"2179";"3.9";64
5;"Putaendo";"Valparaiso";"Putaendo";17645;"25";"95";"3.8";64
6;"Santa Cruz";"Del Libertador General Bernardo OHiggins";"Santa Cruz";41096;"103";"391";"3.8";64
1;"Pica";"Tarapaca";"Pica";5958;"26";"98";"3.8";64
10;"Quinchao";"Los Lagos";"Quinchao";8298;"25";"94";"3.8";64
5;"Quillota";"Valparaiso";"Quillota";97572;"292";"1083";"3.7";64
5;"Casablanca";"Valparaiso";"Casablanca";29170;"55";"202";"3.7";64
16;"Portezuelo";"Nuble";"Portezuelo";4940;"12";"44";"3.7";64
11;"Rio Ibanez";"Aisen";"Rio Ibanez";2699;"3";"11";"3.7";64
9;"Perquenco";"La Araucania";"Perquenco";7223;"26";"95";"3.7";64
6;"Peralillo";"Del Libertador General Bernardo OHiggins";"Peralillo";11848;"16";"58";"3.6";64
16;"Coihueco";"Nuble";"Coihueco";28375;"86";"306";"3.6";64
10;"Curaco de Velez";"Los Lagos";"Curaco de Velez";4066;"11";"39";"3.5";64
4;"Canela";"Coquimbo";"Canela";9546;"13";"46";"3.5";64
4;"Combarbala";"Coquimbo";"Combarbala";13884;"34";"120";"3.5";64
5;"Calera";"Valparaiso";"Calera";53591;"127";"448";"3.5";64
16;"Quillon";"Nuble";"Quillon";18777;"37";"130";"3.5";64
3;"Alto del Carmen";"Atacama";"Alto del Carmen";5729;"10";"35";"3.5";64
16;"Cobquecura";"Nuble";"Cobquecura";5275;"8";"28";"3.5";64
16;"Pemuco";"Nuble";"Pemuco";8639;"8";"28";"3.5";64
8;"Negrete";"Biobio";"Negrete";10429;"23";"80";"3.5";64
9;"Pucon";"La Araucania";"Pucon";29782;"55";"191";"3.5";64
13;"Renca";"Metropolitana";"Renca";160847;"533";"1848";"3.5";64
13;"Conchali";"Metropolitana";"Conchali";139195;"291";"1005";"3.5";64
7;"Pencahue";"Maule";"Pencahue";8601;"21";"72";"3.4";64
6;"Malloa";"Del Libertador General Bernardo OHiggins";"Malloa";14163;"28";"95";"3.4";64
16;"San Carlos";"Nuble";"San Carlos";56252;"148";"502";"3.4";64
